record_id,level,module_no,module_title_pl,lesson_no,lesson_id,lesson_title_pl,record_type,sequence,hr_text,pl_text,lemma,part_of_speech,grammar_focus,communicative_goal,exercise_type,accepted_answers,notes_pl,tags,source_url
A1-0787,A1,2,Ja i moje otoczenie,10,a1-10,Powtórka: ja i inni,sentence,8,Imaš li psa ili mačku?,Masz psa czy kota?,,,"utrwalenie dzierżawczości, przymiotników i biernika","Opisać siebie, rodzinę i znajomych.",listening|comprehension,Imaš li psa ili mačku?,Zdanie przykładowe z rozszerzenia modułów 02–08; pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0178,A1,2,Ja i moje otoczenie,10,a1-10,Powtórka: ja i inni,exercise_blueprint,1,,,,,"utrwalenie dzierżawczości, przymiotników i biernika","Opisać siebie, rodzinę i znajomych.",mixed_review,,"Losuj materiał z 4 poprzednich lekcji: wybór, luka, tłumaczenie, kolejność słów.",exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0179,A1,2,Ja i moje otoczenie,10,a1-10,Powtórka: ja i inni,exercise_blueprint,2,,,,,"utrwalenie dzierżawczości, przymiotników i biernika","Opisać siebie, rodzinę i znajomych.",dialog_completion,,Uzupełnij 3–5 tur dialogu bez podpowiadania pełnych odpowiedzi.,exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0180,A1,2,Ja i moje otoczenie,10,a1-10,Powtórka: ja i inni,exercise_blueprint,3,,,,,"utrwalenie dzierżawczości, przymiotników i biernika","Opisać siebie, rodzinę i znajomych.",can_do_task,,Wykonaj zadanie komunikacyjne modułu w 2–4 zdaniach.,exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html
A1-1213,A1,2,Ja i moje otoczenie,10,a1-10,Powtórka: ja i inni,vocabulary,3,braća,bracia,brat,noun,"utrwalenie dzierżawczości, przymiotników i biernika","Opisać siebie, rodzinę i znajomych.",flashcard|recognition|production,braća,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html
A1-1214,A1,2,Ja i moje otoczenie,10,a1-10,Powtórka: ja i inni,sentence,9,Imaš li braću i sestre?,Masz rodzeństwo?,,,"utrwalenie dzierżawczości, przymiotników i biernika","Opisać siebie, rodzinę i znajomych.",listening|comprehension,Imaš li braću i sestre?,Zdanie przykładowe (Etap 2 po audycie A1); pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html
A1-0181,A1,3,Codzienne życie,11,a1-11,Mój dzień,lesson,0,,,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,,,Projekt autorski oparty na deskryptorach CEFR A1 oraz zakresie początkujących kursów Croaticum. Treści nie są kopią podręcznika.,curriculum|cefr-a1|croatian,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0182,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,1,ustajati,wstawać,ustajati,verb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition|production,ustajati,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0183,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,2,doručkovati,jeść śniadanie,doručkovati,verb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition|production,doručkovati,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0185,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,4,ručati,jeść obiad,ručati,verb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition|production,ručati,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0186,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,5,odmarati se,odpoczywać,odmarati se,verb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition|production,odmarati se,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0187,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,6,spavati,spać,spavati,verb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition|production,spavati,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0188,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,7,ujutro,rano,ujutro,adverb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition|production,ujutro,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0189,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,8,navečer,wieczorem,navečer,adverb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition|production,navečer,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0788,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,9,dan,dzień,dan,noun,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition,dan,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0789,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,10,večer,wieczór,večer,noun,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition,večer,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0790,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,11,podne,południe,podne,noun,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition,podne,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0791,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,12,večerati,jeść kolację,večerati,verb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition,večerati,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0792,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,13,kuhati,gotować,kuhati,verb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition,kuhati,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0793,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,14,tuširati se,brać prysznic,tuširati se,verb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition,tuširati se,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0794,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,15,prvo,najpierw,prvo,adverb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition,prvo,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0795,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,16,zatim,potem,zatim,adverb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition,zatim,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0796,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,17,kući,do domu,kuća,adverb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition,kući,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0797,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,18,brzo,szybko,brzo,adverb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition,brzo,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0190,A1,3,Codzienne życie,11,a1-11,Mój dzień,sentence,1,Ustajem u sedam.,Wstaję o siódmej.,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,translation|word_order|listening|gap,Ustajem u sedam.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0191,A1,3,Codzienne życie,11,a1-11,Mój dzień,sentence,2,Ujutro doručkujem.,Rano jem śniadanie.,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,translation|word_order|listening|gap,Ujutro doručkujem.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0192,A1,3,Codzienne życie,11,a1-11,Mój dzień,sentence,3,Radim do četiri.,Pracuję do czwartej.,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,translation|word_order|listening|gap,Radim do četiri.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0193,A1,3,Codzienne życie,11,a1-11,Mój dzień,sentence,4,Poslijepodne odmaram se.,Po południu odpoczywam.,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,translation|word_order|listening|gap,Poslijepodne odmaram se.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0194,A1,3,Codzienne życie,11,a1-11,Mój dzień,sentence,5,Navečer učim hrvatski.,Wieczorem uczę się chorwackiego.,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,translation|word_order|listening|gap,Navečer učim hrvatski.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0195,A1,3,Codzienne życie,11,a1-11,Mój dzień,sentence,6,Spavam osam sati.,Śpię osiem godzin.,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,translation|word_order|listening|gap,Spavam osam sati.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0798,A1,3,Codzienne życie,11,a1-11,Mój dzień,sentence,7,"Prvo se tuširam, zatim doručkujem.","Najpierw biorę prysznic, potem jem śniadanie.",,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,listening|comprehension,"Prvo se tuširam, zatim doručkujem.",Zdanie przykładowe z rozszerzenia modułów 02–08; pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0799,A1,3,Codzienne życie,11,a1-11,Mój dzień,sentence,8,U podne ručam.,W południe jem obiad.,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,listening|comprehension,U podne ručam.,Zdanie przykładowe z rozszerzenia modułów 02–08; pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0800,A1,3,Codzienne życie,11,a1-11,Mój dzień,sentence,9,Navečer kuham i večeram kod kuće.,Wieczorem gotuję i jem kolację w domu.,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,listening|comprehension,Navečer kuham i večeram kod kuće.,Zdanie przykładowe z rozszerzenia modułów 02–08; pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0801,A1,3,Codzienne życie,11,a1-11,Mój dzień,sentence,10,Idem kući u pet.,Idę do domu o piątej.,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,listening|comprehension,Idem kući u pet.,Zdanie przykładowe z rozszerzenia modułów 02–08; pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0196,A1,3,Codzienne życie,11,a1-11,Mój dzień,exercise_blueprint,1,,,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,multiple_choice,,Wybierz poprawne znaczenie lub odpowiedź do krótkiego promptu.,exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0197,A1,3,Codzienne życie,11,a1-11,Mój dzień,exercise_blueprint,2,,,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,translation,,"Przetłumacz 1 krótkie zdanie PL→HR, akceptując poprawne warianty.",exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-0198,A1,3,Codzienne życie,11,a1-11,Mój dzień,exercise_blueprint,3,,,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,free_response,,Napisz 1–2 własne zdania z materiałem lekcji; oceń sens i kluczową konstrukcję.,exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-1154,A1,3,Codzienne życie,11,a1-11,Mój dzień,vocabulary,3,buditi se,budzić się,buditi se,verb,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,flashcard|recognition|production,buditi se,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
A1-1155,A1,3,Codzienne życie,11,a1-11,Mój dzień,sentence,11,Budim se u šest.,Budzę się o szóstej.,,,czas teraźniejszy częstych czasowników; przysłówki czasu,Opowiedzieć prostymi zdaniami o codziennych czynnościach.,listening|comprehension,Budim se u šest.,Zdanie przykładowe (Etap 2 po audycie A1); pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/a3.html
